priority,priority_reason,event_id,recording_id,t,current_binary_role,raw_left_right_distance,nearest_other_audited_event_s,temporal_pair_subtype,pair_supervision,notes,prev_segment_label,next_segment_label,containing_segment_label,clip_path,contact_sheet_path,score_plot_path
5,remainder,recording_000188_missed_signal_present_not_top_t25.0,recording_000188,25.0,positive,0.000318,14.0,sharp_visible_transition,,,Remove wrapped device from first product box,Unwrap first portable charger from protective packaging,,/workspace/tr1/results/boundary/error_audit/media/recording_000188_missed_signal_present_not_top_t25.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000188_missed_signal_present_not_top_t25.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000188_missed_signal_present_not_top_t25.0_score_plot.png
5,remainder,recording_000181_late_t233.0,recording_000181,233.5,positive,0.000349,140.0,sharp_visible_transition,,,Clean sink drain strainer,Clean sink drain strainer,,/workspace/tr1/results/boundary/error_audit/media/recording_000181_late_t233.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000181_late_t233.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000181_late_t233.0_score_plot.png
5,remainder,recording_000086_duplicate_t530.5,recording_000086,530.5,positive,0.000362,,camera_or_viewpoint_shift,,,,,Fold a disposable mask,/workspace/tr1/results/boundary/error_audit/media/recording_000086_duplicate_t530.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000086_duplicate_t530.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000086_duplicate_t530.5_score_plot.png
5,remainder,recording_000053_missed_weak_signal_t486.0,recording_000053,486.0,positive,0.000363,278.0,visibility_or_offscreen,,,,Fill dark bottles from table into bowl,,/workspace/tr1/results/boundary/error_audit/media/recording_000053_missed_weak_signal_t486.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000053_missed_weak_signal_t486.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000053_missed_weak_signal_t486.0_score_plot.png
5,remainder,recording_000242_missed_weak_signal_t352.0,recording_000242,352.0,positive,0.000364,187.5,sharp_visible_transition,,,Seal second box with tape,,,/workspace/tr1/results/hal/batch2_media/media/recording_000242_missed_weak_signal_t352.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000242_missed_weak_signal_t352.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000242_missed_weak_signal_t352.0_score_plot.png
5,remainder,recording_000176_missed_signal_present_not_top_t188.5,recording_000176,188.5,positive,0.000385,98.0,sharp_visible_transition,,,Rinse sink strainer,Install sink strainer into drain,,/workspace/tr1/results/boundary/error_audit/media/recording_000176_missed_signal_present_not_top_t188.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000176_missed_signal_present_not_top_t188.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000176_missed_signal_present_not_top_t188.5_score_plot.png
5,remainder,recording_000265_false_near_edge_t165.5,recording_000265,165.5,positive,0.00039,78.0,sharp_visible_transition,,,,,Insert USB drive into box and seal,/workspace/tr1/results/hal/batch2_media/media/recording_000265_false_near_edge_t165.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000265_false_near_edge_t165.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000265_false_near_edge_t165.5_score_plot.png
5,remainder,recording_000272_missed_weak_signal_t367.0,recording_000272,367.0,positive,0.000396,47.0,sharp_visible_transition,,,Seal box bottom with adhesive tape,Remove sealing tape from box,,/workspace/tr1/results/hal/batch2_media/media/recording_000272_missed_weak_signal_t367.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000272_missed_weak_signal_t367.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000272_missed_weak_signal_t367.0_score_plot.png
5,remainder,recording_000465_false_mid_segment_t166.5,recording_000465,166.5,positive,0.000396,66.0,sharp_visible_transition,,,,,Store charging cable in drawer,/workspace/tr1/results/hal/batch2_media/media/recording_000465_false_mid_segment_t166.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000465_false_mid_segment_t166.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000465_false_mid_segment_t166.5_score_plot.png
5,remainder,recording_000080_late_t559.5,recording_000080,560.0,positive,0.0004,391.0,sharp_visible_transition,,,,Fold and discard a paper tissue,,/workspace/tr1/results/boundary/error_audit/media/recording_000080_late_t559.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000080_late_t559.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000080_late_t559.5_score_plot.png
5,remainder,recording_000224_false_mid_segment_t615.5,recording_000224,615.5,positive,0.000448,3.5,sharp_visible_transition,,,,,Seal box bottom with tape,/workspace/tr1/results/hal/batch2_media/media/recording_000224_false_mid_segment_t615.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000224_false_mid_segment_t615.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000224_false_mid_segment_t615.5_score_plot.png
5,remainder,recording_000265_early_t88.0,recording_000265,87.5,positive,0.000449,78.0,sharp_visible_transition,,,Remove cardboard box from black plastic bag,Pack USB drive into box and seal with tape,,/workspace/tr1/results/hal/batch2_media/media/recording_000265_early_t88.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000265_early_t88.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000265_early_t88.0_score_plot.png
5,remainder,recording_000030_exact_t12.2,recording_000030,12.0,positive,0.000454,376.0,ambiguous,,,,Slide bottle back to center from front (upright),,/workspace/tr1/results/boundary/error_audit/media/recording_000030_exact_t12.2.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000030_exact_t12.2_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000030_exact_t12.2_score_plot.png
5,remainder,recording_000242_missed_signal_present_not_top_t164.5,recording_000242,164.5,positive,0.000492,8.0,sharp_visible_transition,,,Open box flaps for third inspection,Inspect box interior third time,,/workspace/tr1/results/hal/batch2_media/media/recording_000242_missed_signal_present_not_top_t164.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000242_missed_signal_present_not_top_t164.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000242_missed_signal_present_not_top_t164.5_score_plot.png
5,remainder,recording_000272_missed_signal_present_not_top_t265.9,recording_000272,265.9,positive,0.000496,54.1,sharp_visible_transition,,,,Seal box end with tape,,/workspace/tr1/results/hal/batch2_media/media/recording_000272_missed_signal_present_not_top_t265.9.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000272_missed_signal_present_not_top_t265.9_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000272_missed_signal_present_not_top_t265.9_score_plot.png
5,remainder,recording_000282_missed_signal_present_not_top_t493.0,recording_000282,493.0,positive,0.000518,51.5,sharp_visible_transition,,,,Open sealed box top,,/workspace/tr1/results/hal/batch2_media/media/recording_000282_missed_signal_present_not_top_t493.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000282_missed_signal_present_not_top_t493.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000282_missed_signal_present_not_top_t493.0_score_plot.png
5,remainder,recording_000080_early_t113.0,recording_000080,112.5,positive,0.00052,56.5,sharp_visible_transition,,,,Wipe table and dispose of used tissue,,/workspace/tr1/results/boundary/error_audit/media/recording_000080_early_t113.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000080_early_t113.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000080_early_t113.0_score_plot.png
5,remainder,recording_000110_false_near_edge_t504.0,recording_000110,504.0,positive,0.000528,325.5,sharp_visible_transition,,,,,Hand rinsing under faucet,/workspace/tr1/results/boundary/error_audit/media/recording_000110_false_near_edge_t504.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000110_false_near_edge_t504.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000110_false_near_edge_t504.0_score_plot.png
5,remainder,recording_000250_missed_signal_present_not_top_t218.3,recording_000250,218.3,positive,0.000537,54.2,sharp_visible_transition,,,Inserting item into cardboard box and closing flaps,,,/workspace/tr1/results/hal/batch2_media/media/recording_000250_missed_signal_present_not_top_t218.3.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000250_missed_signal_present_not_top_t218.3_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000250_missed_signal_present_not_top_t218.3_score_plot.png
5,remainder,recording_000265_false_mid_segment_t315.0,recording_000265,315.0,positive,0.000593,16.5,sharp_visible_transition,,,,,Close and reseal box top with tape,/workspace/tr1/results/hal/batch2_media/media/recording_000265_false_mid_segment_t315.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000265_false_mid_segment_t315.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000265_false_mid_segment_t315.0_score_plot.png
5,remainder,recording_000181_exact_t93.5,recording_000181,93.5,positive,0.000602,19.5,sharp_visible_transition,,,Rinse and reseat sink drain strainer,Rinse and reseat sink drain strainer,,/workspace/tr1/results/boundary/error_audit/media/recording_000181_exact_t93.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000181_exact_t93.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000181_exact_t93.5_score_plot.png
5,remainder,recording_000250_exact_t629.5,recording_000250,629.5,positive,0.000607,15.5,sharp_visible_transition,,,Place keychain into box,Seal box top with tape,,/workspace/tr1/results/hal/batch2_media/media/recording_000250_exact_t629.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000250_exact_t629.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000250_exact_t629.5_score_plot.png
5,remainder,recording_000022_missed_signal_present_not_top_t366.5,recording_000022,366.5,positive,0.000618,100.3,gradual_phase_transition,,,Initiate additional mug rinse,Scrub mug interior,,/workspace/tr1/results/boundary/error_audit/media/recording_000022_missed_signal_present_not_top_t366.5.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000022_missed_signal_present_not_top_t366.5_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000022_missed_signal_present_not_top_t366.5_score_plot.png
5,remainder,recording_000465_early_t599.0,recording_000465,598.5,positive,0.000625,109.5,sharp_visible_transition,,,Recoil charging cable,Store recoil charging cable in drawer,,/workspace/tr1/results/hal/batch2_media/media/recording_000465_early_t599.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000465_early_t599.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000465_early_t599.0_score_plot.png
5,remainder,recording_000419_false_near_edge_t309.5,recording_000419,309.5,positive,0.000638,23.0,sharp_visible_transition,,"previous action ends, hand reaches for and picks up the wrap roll; interaction target changes",,,Wrap bowl with plastic wrap,/workspace/tr1/results/hal/batch2_media/media/recording_000419_false_near_edge_t309.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000419_false_near_edge_t309.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000419_false_near_edge_t309.5_score_plot.png
5,remainder,recording_000242_late_t143.5,recording_000242,144.0,positive,0.000639,12.5,sharp_visible_transition,,,Briefly open and close box flaps,Place cardboard box into plastic bag,,/workspace/tr1/results/hal/batch2_media/media/recording_000242_late_t143.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000242_late_t143.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000242_late_t143.5_score_plot.png
5,remainder,recording_000230_missed_signal_present_not_top_t190.0,recording_000230,190.0,positive,0.000666,63.0,sharp_visible_transition,,,Remove cardboard box from black plastic bag,Seal empty cardboard box with transparent tape,,/workspace/tr1/results/hal/batch2_media/media/recording_000230_missed_signal_present_not_top_t190.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000230_missed_signal_present_not_top_t190.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000230_missed_signal_present_not_top_t190.0_score_plot.png
5,remainder,recording_000105_missed_signal_present_not_top_t582.0,recording_000105,582.0,positive,0.000729,76.5,sharp_visible_transition,,,8th tissue fold and press,9th tissue fold and press,,/workspace/tr1/results/boundary/error_audit/media/recording_000105_missed_signal_present_not_top_t582.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000105_missed_signal_present_not_top_t582.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000105_missed_signal_present_not_top_t582.0_score_plot.png
5,remainder,recording_000465_early_t100.9,recording_000465,100.5,positive,0.000739,34.4,sharp_visible_transition,,,,Retrieve cable from drawer,,/workspace/tr1/results/hal/batch2_media/media/recording_000465_early_t100.9.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000465_early_t100.9_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000465_early_t100.9_score_plot.png
5,remainder,recording_000236_false_mid_segment_t449.5,recording_000236,449.5,positive,0.000748,63.5,sharp_visible_transition,,,,,Unpack USB drive from cardboard box,/workspace/tr1/results/hal/batch2_media/media/recording_000236_false_mid_segment_t449.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000236_false_mid_segment_t449.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000236_false_mid_segment_t449.5_score_plot.png
5,remainder,recording_000465_missed_signal_present_not_top_t66.1,recording_000465,66.1,positive,0.00075,34.4,sharp_visible_transition,,,,Retrieve cable from drawer,,/workspace/tr1/results/hal/batch2_media/media/recording_000465_missed_signal_present_not_top_t66.1.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000465_missed_signal_present_not_top_t66.1_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000465_missed_signal_present_not_top_t66.1_score_plot.png
5,remainder,recording_000272_false_mid_segment_t618.5,recording_000272,618.5,positive,0.00078,41.0,sharp_visible_transition,,,,,Store cardboard box in plastic bag,/workspace/tr1/results/hal/batch2_media/media/recording_000272_false_mid_segment_t618.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000272_false_mid_segment_t618.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000272_false_mid_segment_t618.5_score_plot.png
5,remainder,recording_000242_false_near_edge_t29.5,recording_000242,29.5,positive,0.000823,81.5,annotation_convention,,,,,Seal cardboard box with tape (first),/workspace/tr1/results/hal/batch2_media/media/recording_000242_false_near_edge_t29.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000242_false_near_edge_t29.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000242_false_near_edge_t29.5_score_plot.png
5,remainder,recording_000236_false_mid_segment_t386.0,recording_000236,386.0,positive,0.000835,63.5,sharp_visible_transition,,,,,Seal cardboard box with tape,/workspace/tr1/results/hal/batch2_media/media/recording_000236_false_mid_segment_t386.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000236_false_mid_segment_t386.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000236_false_mid_segment_t386.0_score_plot.png
5,remainder,recording_000325_exact_t461.8,recording_000325,462.0,positive,0.000862,107.5,sharp_visible_transition,,,,Coat pan with liquid using brush,,/workspace/tr1/results/hal/batch2_media/media/recording_000325_exact_t461.8.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000325_exact_t461.8_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000325_exact_t461.8_score_plot.png
5,remainder,recording_000250_duplicate_t645.0,recording_000250,645.0,positive,0.000877,15.5,sharp_visible_transition,,,,,Unseal box top,/workspace/tr1/results/hal/batch2_media/media/recording_000250_duplicate_t645.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000250_duplicate_t645.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000250_duplicate_t645.0_score_plot.png
5,remainder,recording_000230_missed_signal_present_not_top_t253.0,recording_000230,253.0,positive,0.000904,63.0,sharp_visible_transition,,,Store box in black plastic bag,,,/workspace/tr1/results/hal/batch2_media/media/recording_000230_missed_signal_present_not_top_t253.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000230_missed_signal_present_not_top_t253.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000230_missed_signal_present_not_top_t253.0_score_plot.png
5,remainder,recording_000320_false_near_edge_t41.5,recording_000320,41.5,positive,0.000909,419.5,sharp_visible_transition,,,,,Add liquid from third bottle to pan,/workspace/tr1/results/hal/batch2_media/media/recording_000320_false_near_edge_t41.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000320_false_near_edge_t41.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000320_false_near_edge_t41.5_score_plot.png
5,remainder,recording_000230_false_mid_segment_t404.5,recording_000230,404.5,positive,0.000931,7.5,sharp_visible_transition,,,,,Retrieve and reassemble cardboard box,/workspace/tr1/results/hal/batch2_media/media/recording_000230_false_mid_segment_t404.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000230_false_mid_segment_t404.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000230_false_mid_segment_t404.5_score_plot.png
5,remainder,recording_000385_late_t84.5,recording_000385,85.0,positive,0.001005,124.0,sharp_visible_transition,,,,Cover bowl with new plastic wrap,,/workspace/tr1/results/hal/batch2_media/media/recording_000385_late_t84.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000385_late_t84.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000385_late_t84.5_score_plot.png
5,remainder,recording_000265_missed_signal_present_not_top_t298.5,recording_000265,298.5,positive,0.001036,16.5,sharp_visible_transition,,,Open reassembled cardboard box,Begin sealing cardboard box,,/workspace/tr1/results/hal/batch2_media/media/recording_000265_missed_signal_present_not_top_t298.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000265_missed_signal_present_not_top_t298.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000265_missed_signal_present_not_top_t298.5_score_plot.png
5,remainder,recording_000242_false_mid_segment_t111.0,recording_000242,111.0,positive,0.001118,33.0,sharp_visible_transition,,,,,Recheck box contents and reseal the top end,/workspace/tr1/results/hal/batch2_media/media/recording_000242_false_mid_segment_t111.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000242_false_mid_segment_t111.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000242_false_mid_segment_t111.0_score_plot.png
5,remainder,recording_000422_false_near_edge_t458.0,recording_000422,458.0,positive,0.001139,77.0,sharp_visible_transition,,,,,Unroll and prepare new plastic wrap from the roll,/workspace/tr1/results/hal/batch2_media/media/recording_000422_false_near_edge_t458.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000422_false_near_edge_t458.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000422_false_near_edge_t458.0_score_plot.png
5,remainder,recording_000224_missed_signal_present_not_top_t479.0,recording_000224,479.0,positive,0.001177,81.0,sharp_visible_transition,,,Unpack USB and flatten box,Place flat box into bag,,/workspace/tr1/results/hal/batch2_media/media/recording_000224_missed_signal_present_not_top_t479.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000224_missed_signal_present_not_top_t479.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000224_missed_signal_present_not_top_t479.0_score_plot.png
5,remainder,recording_000224_missed_signal_present_not_top_t612.0,recording_000224,612.0,positive,0.001214,3.5,sharp_visible_transition,,,Assemble cardboard box,Seal box bottom with tape,,/workspace/tr1/results/hal/batch2_media/media/recording_000224_missed_signal_present_not_top_t612.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000224_missed_signal_present_not_top_t612.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000224_missed_signal_present_not_top_t612.0_score_plot.png
5,remainder,recording_000325_false_mid_segment_t569.5,recording_000325,569.5,positive,0.001282,25.5,sharp_visible_transition,,,,,Apply liquid layer to pan interior,/workspace/tr1/results/hal/batch2_media/media/recording_000325_false_mid_segment_t569.5.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000325_false_mid_segment_t569.5_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000325_false_mid_segment_t569.5_score_plot.png
5,remainder,recording_000134_false_near_edge_t130.0,recording_000134,130.0,positive,0.001284,432.5,sharp_visible_transition,,,,,Fold second tissue sheet into compact rectangle,/workspace/tr1/results/boundary/error_audit/media/recording_000134_false_near_edge_t130.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000134_false_near_edge_t130.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000134_false_near_edge_t130.0_score_plot.png
5,remainder,recording_000183_exact_t144.0,recording_000183,144.0,positive,0.001331,211.0,sharp_visible_transition,,,Remove and position strainer,Rinse sink strainer,,/workspace/tr1/results/boundary/error_audit/media/recording_000183_exact_t144.0.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000183_exact_t144.0_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000183_exact_t144.0_score_plot.png
5,remainder,recording_000022_missed_weak_signal_t466.8,recording_000022,466.8,positive,0.001333,100.3,sharp_visible_transition,,,Rinse mug after scrubbing,Place washed mug on counter,,/workspace/tr1/results/boundary/error_audit/media/recording_000022_missed_weak_signal_t466.8.mp4,/workspace/tr1/results/boundary/error_audit/media/recording_000022_missed_weak_signal_t466.8_contact_sheet.png,/workspace/tr1/results/boundary/error_audit/media/recording_000022_missed_weak_signal_t466.8_score_plot.png
5,remainder,recording_000250_exact_t590.0,recording_000250,590.0,positive,0.001365,39.5,sharp_visible_transition,,,Flatten empty box,Store box in plastic bag,,/workspace/tr1/results/hal/batch2_media/media/recording_000250_exact_t590.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000250_exact_t590.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000250_exact_t590.0_score_plot.png
5,remainder,recording_000230_missed_signal_present_not_top_t397.0,recording_000230,397.0,positive,0.00152,7.5,sharp_visible_transition,,,Disassemble and store cardboard box,,,/workspace/tr1/results/hal/batch2_media/media/recording_000230_missed_signal_present_not_top_t397.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000230_missed_signal_present_not_top_t397.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000230_missed_signal_present_not_top_t397.0_score_plot.png
5,remainder,recording_000465_false_near_edge_t489.0,recording_000465,489.0,positive,0.002072,109.5,sharp_visible_transition,,,,,Test cable compatibility with phone,/workspace/tr1/results/hal/batch2_media/media/recording_000465_false_near_edge_t489.0.mp4,/workspace/tr1/results/hal/batch2_media/media/recording_000465_false_near_edge_t489.0_contact_sheet.png,/workspace/tr1/results/hal/batch2_media/media/recording_000465_false_near_edge_t489.0_score_plot.png
