event_id,instance_relation,transition_shape,relation_source,shape_source,evidence,detail
recording_000327_false_mid_segment_t156.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000343_false_mid_segment_t274.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000343_false_mid_segment_t400.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000343_false_mid_segment_t547.0,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000343_false_near_edge_t222.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000343_late_t628.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000343_missed_signal_present_not_top_t445.2,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000385_false_gap_t348.0,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000385_false_mid_segment_t209.0,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000385_false_mid_segment_t266.5,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000385_false_mid_segment_t412.5,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000385_false_near_edge_t577.5,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000385_late_t84.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000388_false_mid_segment_t124.5,same_instance,not_applicable,ontology_37,ontology_37,secure 保鲜膜、持膜杆并撕下保鲜膜按当前颗粒度属于同一个 wrapping/covering 动作内部阶段。,
recording_000388_false_mid_segment_t375.5,same_instance,not_applicable,ontology_37,ontology_37,secure 保鲜膜到持膜杆/撕膜属于同一个 wrapping 动作内部阶段；约377秒有局部模式改变但不达到 segment boundary 粒度。,
recording_000388_false_mid_segment_t618.0,same_instance,not_applicable,ontology_37,ontology_37,扯开保鲜膜、封到碗上并按压碗口属于一个完整 wrapping action。,
recording_000388_false_mid_segment_t63.0,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000388_false_mid_segment_t67.5,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000388_missed_signal_present_not_top_t601.8,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000391_false_near_edge_t242.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000391_late_t286.5,UNKNOWN,UNKNOWN,,,,
recording_000406_duplicate_t571.0,same_instance,point,relation_audit_54,legacy:pair_labels_v1.csv,撕下保鲜膜罩在碗上并继续整理碗上的保鲜膜，中间没有release/reset，属于同一连续wrapping实例。,confidence=3_sure
recording_000406_exact_t490.3,same_instance,not_applicable,ontology_37,ontology_37,同一个碗上一直铺保鲜膜，从压平到撕膜属于同一 wrapping action 的内部阶段。,
recording_000406_false_mid_segment_t29.5,same_instance,not_applicable,ontology_37,ontology_37,扯开保鲜膜、覆盖到碗上并按压碗口属于同一个动作。,
recording_000406_false_mid_segment_t595.5,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000406_false_near_edge_t455.5,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000406_missed_weak_signal_t556.6,same_instance,not_applicable,ontology_37,ontology_37,扯开保鲜膜、覆盖到碗上并按压碗口属于同一个动作。,
recording_000419_false_mid_segment_t137.0,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000419_false_mid_segment_t286.5,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000419_false_mid_segment_t605.5,same_instance,not_applicable,ontology_37,ontology_37,扯膜、覆盖、撕开并双手按压碗口共同组成一个完整 wrapping action。,
recording_000419_false_mid_segment_t618.0,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000419_false_near_edge_t309.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000419_missed_weak_signal_t688.9,cannot_determine,not_observable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000422_false_mid_segment_t228.5,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000422_false_mid_segment_t381.0,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000422_false_mid_segment_t561.0,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000422_false_near_edge_t458.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000422_missed_signal_present_not_top_t312.7,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000423_false_mid_segment_t590.0,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000431_false_mid_segment_t271.0,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000431_false_mid_segment_t427.5,same_instance,not_applicable,ontology_37,ontology_37,视频仅展示左手持续扯开保鲜膜，没有观察到达到 task-level 粒度的新动作。,
recording_000431_false_mid_segment_t470.5,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000431_false_near_edge_t262.0,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000431_false_near_edge_t440.5,same_instance,not_applicable,ontology_37,ontology_37,把保鲜膜封到碗上并用左手固定碗，仍属于同一个 wrapping/covering 动作。,
recording_000431_missed_signal_present_not_top_t178.2,new_action,UNKNOWN,relation_audit_54,,把手中的保鲜膜团起并扔掉后，短暂扶手机，随后开始扯开新的保鲜膜；task-level action从丢弃旧膜转为准备新膜。,confidence=3_sure
recording_000438_false_mid_segment_t224.0,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000438_false_mid_segment_t476.0,same_instance,not_applicable,ontology_37,ontology_37,左手扯膜、覆盖到碗上并撕开保鲜膜属于同一个 wrapping action。,
recording_000438_false_mid_segment_t53.0,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000438_false_mid_segment_t575.0,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
recording_000438_missed_signal_present_not_top_t181.0,cannot_determine,UNKNOWN,relation_audit_54,,丢弃旧保鲜膜后视角移开，关键手部交互不在画面中；之后只看到手重新拿起保鲜膜杆，无法可靠确定中间relation。,confidence=2_lean
recording_000438_missed_signal_present_not_top_t182.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000465_early_t100.9,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000465_early_t599.0,UNKNOWN,point,,ontology_37,双手整理数据线后，右手打开柜子并把数据线放入；从整理到收纳的 task goal 在短时间内明确改变。,
recording_000465_false_gap_t247.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000465_false_mid_segment_t166.5,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000465_false_near_edge_t489.0,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000465_missed_signal_present_not_top_t66.1,UNKNOWN,point,,legacy:pair_labels_v1.csv,,
recording_000471_missed_weak_signal_t485.4,same_instance,not_applicable,legacy:pair_labels_v1.csv,legacy:pair_labels_v1.csv,,
